text,aspect,sentiment,score
supir ramah baik cepat,driver,positif,5
antar bagus,lainnya,positif,5
aplikasi mes ojek sangat bantu motor terkadang kendara suka grab selalu empat jalan mud,aplikasi,positif,5
haloo grab maaf aku kasi ranking yaa sellsingapore,lainnya,negatif,1
nyari titik aja susah banget tidak kaya gojek langsung muncul,lainnya,negatif,1
ganguan sinyal,lainnya,netral,3
thank you todayyyyyy,lainnya,positif,5
parah sih nih grab uxnya ancam gitu kalau lu jarang batal bakal driver lebih dekat turut kurang enak banget,driver,negatif,2
good experience to buy some foods,lainnya,positif,5
minta update saat genting,lainnya,negatif,2
banyak iklan malas,lainnya,negatif,1
mau request ain grab dieng biar apa mudaah pliisss,lainnya,positif,5
senang sangat bantu,lainnya,positif,5
puas layan grab mud merespon pesan gojek apa pesan selalu jaga nyaman tumpang lebih tingkat tahan makasih buat seluruh kru kemudi sukses selalu,keamanan,positif,5
dunia nyata akhir sekarang tinggal mimpi manis,lainnya,positif,5
grab is an excellent app that provides convenient transportation food delivery and other daily services in one platform the app is easy to use the drivers are generally professional and the service is reliable it has made everyday activities much more convenient and efficient,aplikasi,positif,5
sip mantap tau jalan,lainnya,positif,5
pesan terlalu lama,lainnya,negatif,1
aplikasi error,aplikasi,negatif,1
the ultimate super app booking a ride is quick and the food delivery service is always reliable seamless cashless payments with grabpay too,aplikasi,positif,5
update kok jadi tidak buat isi pulsa grab bayar lewat ovo pdhl sblm sblm aja malah jadi tidak hadeuhhh,lainnya,positif,5
x pesan makan batal sama merchat masalah apa ngga pernah masalah padahal terus apa kompensasi dapet,lainnya,negatif,1
grab aplikasi sangat bantu butuh hari hari mau pesan ojek mobil makan semua gampang banget lewat satu aplikasi aku suka proses cepat biasa driver responsif harga pilih sesuai butuh kadang promo jadi lebih hemat pokok grab praktis sangat guna,layanan,positif,5
pindah aplikasi grab ojolnya milih order x nunggu lama tolak terus daerah pondok ranji tangerang,aplikasi,negatif,1
best,lainnya,positif,5
lebih amanin dong driver biaya benernya rb tiba driver nambahin biaya rb jadi rb padahal posisi tidak masuk tol tidak bayar parkir sama sekali jarak dekat banget tidak lebih km harus grab lacak jalan ngelewatin tol engga kalau bayar parkir lihat si driver diem berapa lama tidak parkir tiba bayar rb wkwkw kecewa banget si udah pake grab tahun padahal,keamanan,negatif,1
tidak jelas,lainnya,negatif,1
grab murah banget tidak kaya aplikasi belah,aplikasi,positif,5
pelyanan baik,lainnya,positif,5
baik bapak,lainnya,positif,5
pakai aplikasi sungguh luar biasa bagus,aplikasi,positif,5
banget,lainnya,positif,5
nunggu jam lebih buat driver makan engga kunjung aku gimana padahal makan udah jadi dibatalin buat gnti metode bayar,driver,netral,3
ulas grab grab indonesia grab aplikasi serbaguna sangat bantu aktivitas hari hari sedia layan transportasi online grab tawar pesan antar makan kirim barang bayar digital satu aplikasi antarmuka mudah paham proses mesan cepat fitur lacak lokasi real time buat guna rasa lebih nyaman aman grab sering hadir promo tarik hemat biaya,keamanan,positif,5
gabut,lainnya,negatif,1
driver beri kembali tidak sesuai,driver,negatif,1
lama download a,lainnya,positif,4
layan muas erti keluh mitra,layanan,positif,5
overprice harga ongkir gangotak banget hmpir tengah barang beli,harga,negatif,1
sell singapore aplikasi jelek banget,aplikasi,negatif,1
you need to drive good foods just download grab the best app for you need,aplikasi,positif,5
cepat tepat,lainnya,positif,5
grab is a versatile app that offers transportation food delivery and other services in one platform it is very convenient for daily needs with real time tracking and multiple payment options,aplikasi,positif,5
cuhh,lainnya,negatif,1
apk scam mau beli makan harga awal k gara saldo kurang jadi isi dulu pas udah topup eh harga jadi k diskon ilang semua,harga,negatif,1
serba mahal,lainnya,negatif,1
terlalu banyak batas promo jadi guna grab sgt kecewa belanja makan maupun barang,lainnya,negatif,1
salah satu driver gojek tidak sabar salip guna bahu jalan pdhl buat pejal kaki antri jalan paling kiri bukan bahu jalan jalan potong driver ojol sebut situ kaget reflek nurunin gear sadar nyata turun gear motor raung badan hampir jatuh marah sebut beberapa kalimat toxic sebut tidak sabar pdhl motong jalan,driver,negatif,1
grab bantu mana d tidak bawa kendara pribadi,lainnya,positif,5
respon baik,layanan,positif,5
nama brand tidak sesuai fakta lapang akun toko total buah segar tangerang banten sengaja menyalahgunakan nama brand total buah segar,lainnya,negatif,1
waktu kirim ubah ubah,lainnya,negatif,1
layan grab food sangat lama jam lebih,layanan,netral,3
jelas akurat,lainnya,positif,5
cepat nyaman baik,keamanan,positif,5
mantapp murah,aplikasi,positif,5
okey banget,lainnya,positif,5
luarrrrr biasaaaa,lainnya,positif,5
jangan guna grab utama grabcar kemudi bintang cuma suruh tunggu kemudi sendiri jauh komplain kali kali grab tidak solusi,lainnya,negatif,1
aplikasi freak kalau mo sen ngelag banget kocak aneh banget map suka tidak jalan tidak ngerti driver oneng banget ni aplikasi kocak,aplikasi,negatif,1
rating krna iklan kamu ganggu d tmbh slalu pencet masuk pas mau skip pdhl punya apk tpi malah ganggu,aplikasi,netral,3
makin buruk apa lg grabmart hadeh sering banget sen barang tidak lengkap ngadu customer service g guna tidak balik uang cumn iming ganti voucher aja jadi trs kurang trs tiap blnja entah item smua uang gada balik iming ganti sama voucher diskon kalau balik blnja lg bru bsa pake jangka expired males sama bijak,lainnya,negatif,1
kemudi baik,lainnya,positif,5
aplikasi lelet,aplikasi,negatif,1
klou naik grab aman orang orang ramah baik selamat tuju trimakasih,keamanan,positif,5
grab has made daily transportation and food delivery much easier the app is user friendly the service is reliable and the drivers are usually very professional and friendly,aplikasi,positif,5
buruk layan,layanan,negatif,1
mahal banget harga tidak ngotak jujur sellsingapore,harga,negatif,1
boikot apk singapura gara gara negara dolar naik,aplikasi,positif,5
terimakasih grab beberapa kali memang alami tidak nyaman tindak grab sangat bantu terimakasih beri sanksi pihak tidak tanggung jawab rasa bantu maaf tega lapor grab atas tindak tidak senang sebut sama butuh butuh jasa kalian kalian butuh uang moga tidak senang tidak ulang,keamanan,positif,5
driver kendali utama bagi mobil udah nunggu menit orang tidak jalan batalin orang malah marah marah jalan lewat polisi tidur driver tidak rem sangat ganggu nyaman,keamanan,positif,1
sering eror,lainnya,netral,3
tepat waktu n rapi ramah,lainnya,positif,5
sangat bantu kala mager keluar beli makan pencet pencet datang dehhhh maacii grab,lainnya,positif,5
help center makin lama driver makin dikit order makin lama ambil tidak langgan unlimited,driver,negatif,1
jelekk,lainnya,negatif,1
layan ramah,layanan,positif,4
perfect,lainnya,positif,5
baca jangan instal,lainnya,negatif,1
sangat bantu selalu jam,lainnya,positif,5
terimakasih grab mudah mana,lainnya,positif,5
driver cabul,driver,negatif,1
butut,lainnya,negatif,1
bintang,lainnya,positif,5
aplikasi sih order beta ngga kasi apah ama cuma pakai apk satu mungkin kalau pake apk maxsim full senyum pake apk grab sangat miris sekali pilih sangat murah murah sedang murah bakal sangat susah ambil tiga paksa ambil dua sangat lelah gacor uwang pas pas,aplikasi,positif,5
cepet tepat,lainnya,positif,5
uninstal,lainnya,negatif,1
grab gembel aplikasi sangat tidak rekomendasi,aplikasi,positif,5
bagus semua ramah,lainnya,positif,5
maaf kasih bintang satu apk grab dulu bukan sekarang mau pesan grabcar pesan dulu tidak lihat titik update kan,aplikasi,negatif,1
oke banget,lainnya,positif,5
terkadang bayang benak fikiranku kapan grab punya tanah sendiri bangun kantor pusat tiap provinsi fasilitas masjid tempat ibadah tempat istirahat jenak parkir cukup charger hp mitra grab indonesia yakin usaha grab terimakasih grab juang usaha grab indonesia mitrabali,lainnya,positif,5
good transportation,lainnya,positif,5
udah langgan gaada promo samsek,lainnya,negatif,1
aplikasi ngak jelass banget,aplikasi,negatif,1
ngelagggggg trossss padahall jaringann lancar vett,lainnya,negatif,1
admin baregoo semuaaaa cuhh,lainnya,negatif,1
notif lu ganggu jdi kalah main epep,lainnya,negatif,1
busuk grab jaring app sama aja sinyal poll gin g deket tower,aplikasi,negatif,1
bad,lainnya,negatif,1
disiplin grab bayar lalu tunai selalu aja tidak bawa kembali mending hapus aja bayar tunai gin malah susah,lainnya,negatif,1
poko top dah,lainnya,positif,5
sopir amanah baik sopan,keamanan,positif,5
cancel mulu panteq,lainnya,negatif,1
manfaat,lainnya,positif,5
kes grab mula alam pertama pakai jasa grab cepat tepat selamat sukses selalu,lainnya,positif,5
banyak ubah kait teknologi aplikasi,aplikasi,positif,5
gampang ngebug,lainnya,negatif,1
tidak sesuai harga jelek bangettt mending beli langsung hahahaha,harga,negatif,1
bagus banget sangat senang naik grab driver ramah y tahan pokok utama tumpang,driver,positif,5
tidak amanah bintang,keamanan,positif,1
jadi shopee skrg grab apklikas maksa birah bet ama iklan,aplikasi,negatif,1
hindar onkir modus hemat klau tidak pesan makan datang jam kemudian keburu dingin makan jadi air klau es an banyak modus atas nama hemat,lainnya,negatif,1
siip,lainnya,positif,5
grab motor banyak tidak ngambil order dikarnakan harga murah alas selalu sama muter dulu tidak jalan sama sekali bukan sekali jadi telat hadir acara kelulus kecewa grab motor,harga,negatif,1
admin saran kalau order mending driver dulu baru restoo order jauh kaga kena kena aneh dahh diem resto mulu,driver,negatif,1
seruu enak,lainnya,positif,5
mahal ajg,lainnya,negatif,1
jlk tidak amanah mnding pk gojek sellsingapure buyindonesia,keamanan,positif,1
mud erti,lainnya,positif,5
mau daftar engga jadi jadi tidak baik kecewa,lainnya,negatif,1
driver suka cancel suka hati alas ongkir terlalu murah padahal siap bayar lebih asal jemput,harga,positif,1
bagus gojek sell singapura,lainnya,positif,1
percuma tidak imo,lainnya,negatif,1
mudah,lainnya,positif,5
pesan pukul bekum jemput padahal jarak dekat,lainnya,negatif,2
sangat bantu banget,lainnya,positif,5
helm tinggal mobil kemudian akun nonaktif pihak grab serah helm sebut milik kemudian lapor pusat bantu pegawai grab wenang aktifasi akun nonaktif alhamdulillah tempo kurleb satu jam akun pulih terimakasih grab serta seluruh jajar,lainnya,positif,5
sangat tidak rekomendasi,lainnya,negatif,1
semua oke,lainnya,positif,5
grab dimalay susah bet semua per ribet mud lambat jemput bnyk dicancel lg,lainnya,negatif,1
grab aplikasi baik,aplikasi,positif,5
adik kena leceh seksual naik ojol,lainnya,negatif,1
ngeclose sendiri udah x dwonload,lainnya,negatif,1
harga tidak maksud akal semua naik lari nilai dasar,harga,negatif,1
guys boikot apk mending pakai apk belah pertama driver larang pasuk aksi naik bbm padahal driver butuh bbm murah dua potong driver lebih besar bahkan lebih kasihan driver,aplikasi,positif,1
driver bad attitude suka tidak mau jemput driver tidak mau cancel order payah,driver,negatif,1
free indonesia,lainnya,negatif,1
sabar ramah,lainnya,positif,5
mending gojek,lainnya,negatif,1
good sekali,lainnya,positif,5
udah instal malah tidak bukaa,lainnya,negatif,1
gada bmw,lainnya,negatif,1
cinta produk lokal jangan negara,lainnya,negatif,1
lebih cepat tidak ribet,lainnya,positif,5
baik lancar,lainnya,positif,4
aplikasi tidak dicancel,aplikasi,negatif,1
kalau pake lokasi otomatis titik gapernah pas kasi driver,driver,positif,4
layan cepat tidak tunggu lama,layanan,positif,5
antar tepat waktu,lainnya,positif,5
banyak promonya murah cepat,lainnya,positif,5
payah mau daftar aja sulit,lainnya,negatif,1
baik banget,lainnya,positif,5
sangat bantu nyaman,keamanan,positif,5
bagus apk banyak driver ngeluh marah gara order grab hemat kalau tidak kenan tinggal cancel tidak usah marah nyolot banyak driver baru kaya gtu,aplikasi,positif,5
gacor,lainnya,positif,5
karna harga ongkir naik baik buat atur buat driver gampang batalin pesan jam tunggu status pesan tetap terima habis batalin ulang ulang kalau batalin papa mohon evaluasi,harga,positif,2
jelek diskon kurang bnyak,lainnya,negatif,1
lama bet,lainnya,negatif,1
ken kasih bitang aja,lainnya,negatif,1
kurir kurang ramah,lainnya,negatif,1
beberapa kali pesan waktu lama ngk cancel,lainnya,negatif,1
sangat baik sangat guna masarakat,lainnya,positif,5
buruk sangat belanja tidak tunai,lainnya,negatif,2
tidak daftar knp dah tutup feedback tidak mesan verifikasi superbank gagal terus aneh nyata,lainnya,negatif,1
kalau tutup jalan buntu coba lebih update aplikasi maps buat tumpang lama nunggu kasi driver gw dah x cancel anjeng,aplikasi,negatif,1
g tarik,lainnya,negatif,1
aplikasi tlol,aplikasi,negatif,1
good tq,lainnya,positif,5
this app is so bad,aplikasi,negatif,1
ferry good,lainnya,positif,5
nyaman aman,keamanan,positif,5
malas pake aplikasi,aplikasi,negatif,1
applikasi setan sell singapore,aplikasi,negatif,1
tepat waktu layan,layanan,positif,4
map masalah sistem panggil masalah,aplikasi,negatif,1
naik grab mudah senang,lainnya,positif,5
baik santun ramah,lainnya,positif,5
tidak penuh kriteria,lainnya,negatif,1
layan buruk,layanan,negatif,1
aku sen grab hemat k tiba pas bayar k padahal udah kupastiin banget ambil hemat soal udah jadi sekali aku pakai hemat harus bayar malah nak ribu padahal aku tidak pencet rekomendasi,lainnya,negatif,1
pajak mahal,lainnya,negatif,1
sen motor dateng mobil,lainnya,negatif,1
kirim cepat tepat waktu,lainnya,positif,5
a lifesaver app for everyday needs booking a ride is incredibly fast and grabfood always offers a wide variety of local cuisines with quick delivery a perfect all in one super app,aplikasi,positif,5
sangat untung,lainnya,positif,5
gara gara salah titik lokasi trs aku cancel emng buru buru si driver lama si driver malah minta uang bilang bayar aku udah cancel order males banget maksa minta uanganya,driver,negatif,1
fitur apk online mudah berangkat mana thankyou grab,aplikasi,positif,5
bagussss,lainnya,positif,5
harga mahal lokasi selalu susah,harga,negatif,1
layan tepat waktu,layanan,positif,5
driver tidak jujur minta uang tambah terus malah puter puter jalan padahal lurus aja,driver,negatif,1
dong harga tarif motor sama mobil kandang sama motor kan bensin murah banding mobil bensin mahal wajar kalau tarif mahal mobil tidak sesuai harga bensin harus kalau mobil tarif harus motor dong jangan tarif sama kandang tarif sama motor tarif mobil,harga,positif,5
kendara lu noh banyak lawan arah make trotoar,lainnya,negatif,1
buat grab kasih bijak buat driver motor rusak biar tidak kasih bintang jelek sama customer kali motor tiap hari dipake sehat terus,driver,negatif,2
baru mau login buat akun ni apk udah lot aja loading mulu duh,aplikasi,negatif,1
cukup sempurna,lainnya,netral,3
grab memang baik,lainnya,positif,5
keren sangat bantu butuh,lainnya,positif,5
indonesia,lainnya,negatif,1
sering lot dadak,lainnya,negatif,1
okok,lainnya,positif,5
grab sekarang benar benar kurang ajar driver malah ganti ganti aplikasi setan ngambil grab lama,aplikasi,negatif,1
sangat bantu jalan tetap tahan kualitas driver,driver,positif,5
nunggu lama tidak cancel,lainnya,negatif,1
potong taut jarusnya pakai kam pin banyak bintang nilai apk kok aneh tidak baik atas masalah customer patut tanya sdm grab,aplikasi,positif,1
lebih baik lg moga aman,keamanan,positif,5
singapore,lainnya,negatif,1
good good,lainnya,positif,5
menu baik jelaa,lainnya,positif,1
this app is also very helpful for finding drivers and finding lots of food,aplikasi,positif,5
driver banyak gajelas ganyambung,driver,negatif,1
apk apa mahal ngak jelas jangan donlod apk shellsingapure,aplikasi,negatif,1
tidak akurat uninstal bye bye,lainnya,negatif,1
trmksh abangya ramah,lainnya,positif,5
