text,score
"terimakasih ya grab sudah beberapa kali memang mengalami hal yg tdk nyaman. akan tetapi tindakan dr grab sangat² membantu saya, terimakasih sudah memberikan sanksi kepada pihak² yang tidak bertanggung jawab, saya merasa terbantu, dan maaf saya tega melaporkan kepada grab atas tindakan² tidak menyenangkan tersebut karena menurut saya kita sama² membutuhkan, saya butuh jasa kalian, dan kalian butuh uang dr saya, semoga. hal² tidak menyenangkan tidak terulang lagi🙏🏻❤️",5
ramah dan sopan,5
Cepat,5
"drivernya tolong di kendalikan, terutama bagian mobil, saya udah nunggu 4-5 menitan, orang nya ga jalan, saat saya batalin, orang nya malah marah marah, saat perjalanan juga, saat melewati polisi tidur drivernya tidak mengerem, sangat mengganggu kenyamanan.",1
sering eror,3
tepat waktu n rapi jg ramah 👍👍👍,5
sangat membantu di kala mager keluar beli makan . pencet pencet datang dehhhh.. maacii grab 🤗,5
sangat membantu,5
"help center makin lama, driver makin dikit, orderan makin lama diambil, ga guna langganan unlimited",1
JELEKK,1
pelayanan ramah,4
mantap,5
saya senang,5
Perfect...!!!!!!,5
yg baca ini jangan di instal,1
"sangat membantu dan selalu ada 24 jam,,",5
"terimakasih grab, memudahkan saya kemana mana",5
senang,4
DRIVERNYA CABUL,1
butut,1
bintang 5,5
aplikasinya sih ok tapi kenapa ada order beta ngga kasian apah ama yang cuma memakai apk satu mungkin kalo yg pake apk maxsim full senyum tapi yg pake apk grab sangat miris sekali ada pilihan sangat murah murah sedang dan murah bakalan sangat susah ambil yg ke tiga di paksa ambil yang kedua sangat melelahkan gacor tapi uwang nya pas pasan,5
baik,5
cepet dan tepat,5
uninstal,1
mantap,5
👍👍👍,5
bagus,5
Grab gembel aplikasi yg sangat tidak rekomendasi.,5
bagus semua ramah,5
maaf saya kasih bintang satu. tolong saya ingin apk grab yang dulu bukan sekarang. saya mau pesan grabcar harus pesan dulu dan gak bisa melihat titik. tolong di-update kan,1
oke banget,5
"Terkadang terbayang di benak fikiranku, Kapan ya grab punya tanah sendiri untuk membangun/Kantor pusat tiap provinsi/fasilitas: masjid/tempat ibadah/ tempat istirahat sejenak / parkir yang cukup, sambil charger hp kami (para mitra grab Indonesia) saya yakin perusahaan Grab pasti bisa. 🙏 terimakasih grab dan para pejuang di perusahaan grab Indonesia. #mitrabali",5
ok good transportation,5
udah langganan tapi gaada promo samsek,1
aplikasi nya ngak jelass bgt,1
baik,5
ngelagggggg trossss padahall jaringann lancar vett,1
ADMIN NYA BAREGOO SEMUAAAA CUHH,1
driver ramah,5
"notif lu ganggu ,jdi kalah main epep",1
busuk grab jaringan nya app yg sama bisa2 aja sinyal udh poll gini 5G deket tower nya pula.,1
bad,1
"tolong disiplinkan grab, pembayaran melalui tunai selalu aja ga bawa kembalian, mending hapus aja pembayaran tunai, gininkan malah menyusahkan",1
pokonya top dah,5
sopirnya amanah baik sopan,5
di cancel mulu panteq,1
bermanfaat,5
baik,5
ok,5
"Saya terkesan dengan grab,bagi pemula ini pengalaman pertama memakai jasa grab. Cepat tepat dan selamat. Sukses selalu",5
banyak perubahan terkait teknologi aplikasi,5
gampang ngebug,1
ga sesuai harga jelek bangettt mending beli langsung hahahaha 🤣😭,1
"bagus banget, sangat menyenangkan bisa naik grab driver nya ramah2 y pertahankan pokok nya dalam mengutamakan penumpang nya.",5
sangat membantu,4
terbaik,5
tidak amanah bintang 1 ⭐️,1
"oh jd selain shopee, skrg ada GRAB APKLIKAS MAKSA ya? birahi bet ama iklan ya??",1
Hindari Onkir Modus(Hemat) klau gak ingin pesanan makananmu datang 2 jam kemudian. Keburu dingin yg makanan. Jadi Air klau Es2an. Banyak Modusnya mengatas namakan Hemat,1
siip,5
"grab motor banyak yang tidak ngambil orderan dikarnakan harganya murah dan alasannya selalu sama ""saya muter dulu"" tetapi tidak jalan sama sekali dan itu bukan hanya sekali saja, saya jadinya telat dalam menghadiri acara kelulusan. saya kecewa terhadap grab motor",1
"ADMIN SARAN DARI SAYA KLO ADA ORDERAN MENDING KE DRIVER NYA DULU BARU KE RESTOO, ORDERAN JAUH KAGA KENA KENA ANEH DAHH HARUS DIEM DI RESTO MULU",1
"seruu ,enak",5
mahal² ajg,1
"jlk tdk amanah, mnding pk gojek #SELLSINGAPURE #BUYINDONESIA",1
pengemudinya pengertian,5
good,5
"mau daftar engga jadi jadi, ga baik ini, mengecewakan",1
Driver suka cancel sesuka hati alasannya ongkir terlalu murah. Padahal saya siap bayar lebih asalkan dijemput,1
bagusan gojek sell Singapura,1
percuma ga imo😹,1
memudahkan,5
"saya sudah pesan dari pukul 6.21, sampai 6.35 bekum dijemput juga padahal jarak sudah dekat",2
sangat membantu banget,5
"ada helm tertinggal di mobil saya. kemudian akun saya dinonaktifkan sementara oleh pihak grab. setelah saya serahkan helm tersebut kepada pemiliknya, kemudian saya laporkan ke pusat bantuan dan kepada pegawai grab yg berwenang untuk aktifasi kembali akun saya yg ternonaktifkan. alhamdulillah dalam tempo kurleb satu jam, akun saya sudah pulih lagi. terimakasih untuk grab beserta seluruh jajarannya.",5
sangat tidak rekomendasi,1
bagus,5
Semuanya oke,5
"grab dimalay susah bet, Semua di per ribet pengemudinya lambat2 jemputnya, bnyk yg dicancel lg",1
sangat membantu,5
Grab Aplikasi Terbaik 👍🏻,5
adik saya terkena pelecehan seksual saat naik ojol,1
ngeclose sendiri . udah 2x dwonload,1
mantap,5
"HARGA TIDAK MAKSUD AKAL, SEMUA NAIK LARI DARI NILAI DASARNYA",1
guys tolong boikot apk ini mending pakai apk sebelah yg pertama driver dilarang memasuki aksi demi kenaikan BBM padahal Driver butuh BBM yg murah yg kedua adalah potongan driver yg lebih besar 35% bahkan bisa lebih kasihan drivernya,1
"driver nya bad attitude, suka ga mau jemput tapi driver ga mau cancel orderan. Payah.",1
ramah,5
free Indonesia,1
sabar dan ramah,5
mending gojek daripada ini,1
saya sangat puas,5
good sekali,5
udah di instal malah gak bisa bukaa😡,1
gada bmw,1
cintai produk lokal jangan dari negara lain,1
"lebih cepat dan tdk ribet,",5
baik dan lancar,4
aplikasi gak bisa dicancel,1
"kenapa kalo pake lokasi saya otomatis, titiknya gapernah pas, kasian drivernya;(😭😭",4
layanan cepat. tidak menunggu lama 👍,5
mantap,5
pengantaran tepat waktu,5
banyak promonya murah dan cepat,5
mantap,5
sangat membantu,5
payah mau daftar aja persulit,1
baik banget,5
sangat membantu dengan nyaman,5
sangat puas.,5
bagus apk nya tapi banyak driver yg ngeluh dan marah2 gara2 saya order grab hemat kalo tidak berkenan tinggal cancel ga usah marah2 apalagi nyolot..banyak driver baru yg kaya gtu,5
sangat bagus,5
gacor,5
bagus,5
"karna harga dan ongkir naik, sebaiknya buat peraturan buat driver nya agar nggak gampang batalin pesanan, sudah 2 jam menunggu, status pesanan tetap di terima habis itu di batalin begitu berulang ulang, kalo bisa di batalin nggak papa ini nggak bisa, mohon di evaluasi",2
"jelek, diskonnya kurang bnyak",1
lama bet,1
kepengen kasih bitang 1 aja,1
kurir nya kurang ramah,1
beberapa kali pesan waktu lama .ngk bisa di cancel..,1
mantappp,5
sangat baik dan juga sangat berguna bagi masarakat,5
buruk sangat belanja gak bisa tunai,2
"Tidak bisa daftar knp ya? dah tutup ya? tolong di feedback ke saya || Gak bisa mesan verifikasi superbank gagal terus, aneh yang nyata",1
👍👍👍,5
Kalo ada penutupan jalan/buntu coba lebih di update aplikasi/maps nya selain bikin penumpang lama nunggu kasian driver juga gw dah 5x di cancel anjeng,1
sangat baik,1
bagus Banget,5
g menarik,1
BOIKOT,1
aplikasi tlol,1
"good, tq",5
this app is so bad,1
ferry good,5
"nyaman,dan aman",5
sudah malas pake aplikasi ini,1
ok banget,5
Nyaman,5
top,5
sangat baik,5
applikasi setan Sell singapore,1
tepat waktu dalam pelayanan nya,4
ok baik,5
map bermasalah sistem panggilan bermasalah,1
Naik grab itu mudah dan menyenangkan 😃,5
ramah tepat waktu,5
"Baik,santun,ramah,",5
tdk memenuhi kriteria,1
👍,5
pelayan yang buruk,1
bgus,5
cepat,5
good,5
"aku pesen grab hemat 6k tiba2 pas bayar 14k padahal udah kupastiin banget ambil yang hemat, soalnya udah kejadian sekali aku pakai hemat harusnya bayar 30 malah kenak 75ribu, padahal aku gak pencet rekomendasi mereka",1
pajak nya mahal,1
pesen motor yang Dateng mobil,1
ok pengiriman cepat dan tepat waktu,5
"A lifesaver app for everyday needs. Booking a ride is incredibly fast, and GrabFood always offers a wide variety of local cuisines with quick delivery. A perfect all-in-one super-app.",5
terbaik 👍,5
Sangat menguntungkan,5
"gara-gara salah titik lokasi trs aku cancel karena emng buru-buru dan si driver nya lama. si driver nya malah minta uang, dia bilang harus bayar karena aku udah cancel orderan. males banget, dia juga maksa minta uanganya",1
fitur apk online yg memudahkan kami berangkat kemanapun. thankyou grab,5
mantap,5
bagussss,5
"harga mahal, lokasi selalu menyusahkan",1
pelayanan tepat waktu,5
"driver tidak jujur, minta uang tambahan terus kita nya malah di puter puter jalannya, padahal lurus aja....",1
ramah,5
"tolong dong harga tarif motor SM mobil kandang sama 32.000, motor kan bensin murah di bandingkan mobil bensin mahal yg wajar kalo tarif nya mahal untuk mobil itu tidak sesuai dengan harga bensin harusnya kalo mobil tarif 32.000 harusnya motor 16.000 dong jangan tarif sama kandang tarif nya sama motor dengan tarif mobil",5
pengendara lu noh banyak yang lawan arah dan make trotoar,1
mantap,5
"Buat grab tolong kasih kebijakan buat driver yg motornya rusak biar gak dikasih bintang jelek sama customer, ya kali motor tiap hari dipake sehat terus,",2
"baru juga mau login bikin akun, ni apk udah lemot aja, loading mulu duh.",1
sangat membantu,5
ramah,5
oke,5
cukup sempurna,3
Grab memang yang terbaik,5
keren.. sangat membantu bagi yg membutuhkan,5
👍,5
mntap,5
demi Indonesia,1
sering lemot mendadak,1
okok,5
"grab sekarang benar-benar kurang ajar, sudah dapat driver malah di ganti lagi ganti lagi, aplikasi setan.. ngambil grab juga lama..",1
mantab,5
mantap,5
sangat baik,5
buruk,1
sangat membantu untuk perjalanan tetap pertahankan kualitas para driver,5
nunggu lama gak bisa di cancel,1
"pemotongan tertaut jarusnya pakai pengaman (pin) banyak bintang 1 tapi nilai apk kok bisa 4,8 ...aneh. tidak ada perbaikan atas masalah customer, patut dipertanyakan SDM dari grab",1
lebih baik LG semoga aman,5
singapore🤌,1
LEMOT,1
good good,5
menunya diperbaiki dan harus jelaa,1
This app is also very helpful for finding drivers and finding lots of food.,5
sangat membantu,5
"driver banyak yg gajelas, ganyambung",1
apk apaan mahal ngak jelas jangan donlod apk ini #shellsingapure,1
gak akurat uninstal bye bye,1
top,5
Ok nyaman,5
bagus,5
Good,4
👍,5
trmksh abangya ramah,5
gak bagus,1
good,5
"Verifikasi wajah gak ke detect"" pdhl udah berkali"".... Cahaya jg terang...",5
lama kelamaan #sellsingapore,1
cukup,1
bayak bug,1
"malasss, driver nya sebar alamat ke orang lain tanpa ijin",1
"alplikasi jembut pesen makanan aja bisa 2 jam, nyari kurir susah",1
"grab car sopir nya red flag,tidak sabaran,bawa mobil nya kenceng pas dijalan berlobang²",1
aplikasi jlk,1
makasih yaa mas,5
"lama, bete gua",1
"tolong kalo kelamaan itu pesanan bisa dibatalkan, kasian kami mau makan udh kena asam lambung duluan, mau pesan makanan lgsg takut tiba2 datang pesanan yg gabisa dibatalkan. pikirkan kesehatan pengguna grab. by wanda",1
"sangat tepat waktu baik bwa kendaraan juga enak ,juga ramah semua baik Alhamdulillah 👍👍👍👌🙏",5
mantap,5
not good,1
Uda dua x tunggu 2 jam baru di kasih tau gakk ada driver,1
baik,5
jelek,1
palikasi jelek,1
"ongkir gk ngotak, diskon seupil",1
pelayanan nya cepat,5
"jelek, bikin naikkin rupiah. apk yg lebih murah itu di maks1m gess, aku juga make itu",1
best,5
aman sopan,5
Males lambat,1
Makasih ya aplikasi nya Membantu sekali untuk bepergian,1
OK,5
mempermudah berpergian dan cocok buat yg mager keluar bisa pesen makanan lewat GrabFood dan banyak potongan/diskonnya,5
"Jelek,Kurang Pelayanan nya Yuyur Endluyy",1
mantap betul,5
sangat baik,5
terlalu mahal,1
Servicio confiable y conveniente para transporte y entrega,5
produk Singapore boikot,1
🌟,1
slama ini nyaman aja,5
jelek,1
mntap👍,5
Indonesia emas,1
mantap,5
mahal2 sekarang grab...apalagi yg d makanan jarang ada promo diskonnya,2
jelek,1
"Kalau Driver ada Sticker kuning di mobilnya, kok pelayanan nya juga kayak sebelah? tolong doong di tindak lanjutin yg begitu2 an.",3
tidak bisa di buka,1
"supirnya suka muter""",1
bapak nya baik☺,5
baik,5
ok,5
"Grab is the most reliable ride-hailing and delivery app in Southeast Asia, and for good reason. Drivers arrive quickly, fares are transparent, and the app experience is smooth and intuitive. GrabFood deliveries are always on time with accurate ETAs. GrabPay makes cashless transactions effortless. The rewards program keeps getting better too. Truly a super app that delivers!",5
hemat,5
Bagus,3
singapure so asik,1
bagus,5
kenapa aplikasi ini berhenti di hp saya,3
"tolong ada fitur grab bike hemat , dan super hemat 👍",1
Aplikasi mantap,5
sangat bagus,5
"apk jelek mahal banget ongkosnya,ditulisnya 50 ribu eh disuruh bayar 70 ribu ga sesuai jelekkk!!",1
jelek mahal,1
👍,5
boikot,1
ga masuk akal. harga pengantarannya lebih mahal dari pada makanan yg gua beli,1
not good,1
jelekkkk jelekk,1
mantap,5
udah ngambil sopir prioritas yg dateng malah lama bgt sopirnya malah nyantai mana udah pesen yg non reguler yg dateng malah make motor beat busuk masi mendingan gojek!!,1
bestlah,5
karna daftar jadi mitranya sulit,1
bagus pengantarnya,5
sangat buruk. gua cinta produk indonesia dr pada prodak singapur,1
"Baru pertama pesan grab di Medan , layanan cepat dan amanah",5
jelek,1
"driver penipu masih aja direkrut, udah 2x ditipu pengemudi gak jujur, memanfaatkan kelemahan penumpang",1
sangat membantu,5
grab kaga guna #sellsingapore,1
"udah di perbarui malah nggak bisa di buka aplikasinya, mau batalkan pesanan nggak bisa, nunggu dapet gojeknya susah lama",1
aplikasi kasi ini kurang bagus dikarenakan beli makanan sangat lama dan saat memesan jemputan juga lama dan orang nya jga tidak ramah not recommended,1
buruk,1
telat banget Datengnya males jujur bagusan gojek #sellsingapore,1
"Aplikasi ini harus dihapus dari Indonesia aplikasi ini harus dicabut paksa dari Indonesia aplikasi ini sangat buruk, Bad application 🤮🤮🤮🤮",1
udah lebih bagus,4
👌👌👌,5
payah bgt padahal.signal full tapi selalu ga bisa,1
mending jalan kaki daripada mesan grab #sellsingapore,1
cupu,1
jelek,1
ok,4
apk ini kurang bgus,1
tidak bisa ubah nomor,1
ok,5
gasuka aja,1
sangat membantu,5
ok,5
gak wajar,1
apk jelek,1
baik,5
untuk tim grab menurut aku bagus bgt sih kalo pesan makanan kaya cpt gitu,5
boikot,1
app blunder,1
"lemotnya ga ngotak, udh nunggu kurleb 5 menit tapi masih load",1
boikotttt,1
not good pelayanannya,1
memudahkan perjalanan 😍👍,5
sangat membantu tepat waktu,5
sangat membantu,5
Terimakasih mas driver udah di antar dengan selamat,5
map ngaco gapresisi sekelas grab,1
0 apk jelek ongkir mahal ga banget deh,1
ga layak digunakan,1
sangat membantu,5
Aplikasi Jelek Jangan Beli Di sini,1
USU,1
ancur,1
jelek,1
jelek,1
APLIKASI JELEK!!,1
pengemudi ramah,5
sangat ngebantuh dengan kebutuhan,5
sudah nunggu driver grabcar..malah dicancel,1
mantap,5
mereka selalu ramag,5
trimakasih perjalanan yang nyaman,5
perusak harga pasar ekonomi rakyat Indonesia #GrabSingapura #SellSingapura,1
"saya baru ganti gadget, dan mau memindahkan akun grab saya ke gadget yang baru ini, tapi berulang2 saya masukkan nomor WA saya,.. tapi kode OTP gak masuk masuk, berulang2 saya Download ulang aplikasi nya, tetap juga gak bisa, bagaimana ini pak admin",1
Ngaco sekali gk bisa di atur tempat pejemputannya mohon udpate lagi,1
Alhamdulillah puas,5
Keren,5
"mahal, jelek",1
mantap,5
lambat pelayanan nya,1
"My ultimate ride-and-food companion. Rides are safe, drivers are friendly, and the food choices are endless. Going cashless with their payment system is a major flex",5
aplikasi sangat tidak memuaskan,1
selalu terputus sendiri jaringannya !!!,1
mantao grab cepat aman josss,5
ok sii pakai greb,5
sangat membantu,5
baik,5
tidak berfaedah lagi,1
gasuka aha,1
layanan yang sangat baik,5
bagus,5
sangat bagus dan berguna,5
APLIKASI SAMPAHH,1
ramah orangnya,5
"grab produk singapore, #sellsingapore",1
ongkir nya MAHALLLL BANGET KUNYUK,1
not good,1
Aplikasi nya mantep. Dapat drivernya juga cepet xixixi,5
knp mahal ongkirnya singapura melemah kah lawan Indonesia 😡,1
lumayanlah,5
mantap,5
voucher mau habis tp Ndak ada peringatan nya akhirnya expired deh,1
"terbaik, kalau bisa langsung dapat kita orang Oder gerp nya tarbaik 👍👍👍👍",5
apk gajelas,1
"Grab provides a convenient and reliable service for transportation and food delivery. The app is easy to use, and the drivers are usually professional and friendly. A great app for everyday needs.",5
diskon saya hilang,1
bagus,5
aplikasi ojol.paling best buat yang males naik trasum dan paling cepet buat pesen makanan yang lagi hits,5
"grab bener bener ya Allah, bapak drivernya tunarungu, udah tua, masa pesen grab ekspress buat anter barang, terus titik yang di maps sama titik yang di grab beda, padahal udah bener nama tokonya, nama jalannya, tapi posisinya beda bgt sama posisi asli di maps astaga, driver lu muter muter 1 jam ya tuhan parah bgt!",1
udah di upgrade,4
apa apain ini,1
"untuk driver grab dengan plat B3678PMA,saya ingin ketemu dong,motong jalur terlalu bahaya,klo tadi di belakang saya ada mobil otomatis bakal tabrakan beruntun,di kasih tau malah galakan dia,giliran di ajak ke Polsek gakmau,pas plat sama orangnya mau di Poto malah kabur,kali ada kontaknya driver",1
lemot,2
Makanan harus nunggu lama dan aplikasi lemott!!!!,1
menyenangkan,5
Driver di Balikpapan banyak pemalas!,2
maps nya oon ihhh masa alamat ku nda keluarr udah di update berkali kali IHHH CEPET BENERIN DONGG APK NYA DI LOG OUT IN TERUS AKUN KU IHHH,2
good,5
trimakasih,5
"pak sopir ya baik,Ramah",5
Drivernya baik,5
to many update,1
terbaik,5
